original_affiliation,new_affiliation,move_to_other_affiliation?
Department of Surgical Oncology; UNC School of Medicine; Chapel Hill NC USA,Division of Surgical Oncology,False
"VA Dental Longitudinal Study, VA Boston Healthcare System;",n/a,True
"Departments of Dental Ecology,",n/a,True
"Department of Prosthodontics,",n/a,True
Department of Operative Dentistry and,n/a,True
"Center for Oral and Systemic Diseases, Department of Periodontology, School of Dentistry, University of North Carolina at Chapel Hill, Room 222, CB 7455, Chapel Hill, NC, USA 27599",Department of Periodontology,False
"Department of Orthodontics, School of Dentistry, University of Northr               Carolina at Chapel Hill, Chapel Hill, NC 27599-7450, USA;",Department of Orthodontics,False
"Department of Biological Sciences, Bauru Dental School, University ofr               São Paulo, Al. Octávio Pinheiro Brisolla, 9-75, Bauru—SP 17012-901, São Paulo,r               Brazil;",n/a,True
"Dept. of Pediatric Dentistry, School of Dentistry, CB #7450 Brauer Hall, UNC Chapel Hill, NC 27599, USA;",Department of Pediatric Dentistry,False
"Center for Oral and Systemic Diseases, School of Dentistry, University of North Carolina at Chapel Hill, 4301 Research Commons, 79 TW Alexander Drive, Durham, NC 27709, USA;",School of Dentistry,False
"University of Alabama at Birmingham, School of Dentistry, Institute of Oral Health Research, Department of Oral and Maxillofacial Surgery, 1919 7th Avenue South, Rm 702, Birmingham, AL 35294, USA",n/a,True
"University of North Carolina, School of Dentistry, Department of Dental Research CB#7454, Chapel Hill, NC 27599-7450, USA",School of Dentistry,False
"University of Texas Health Science Center at San Antonio Dental School, Department of Dental Diagnostic Science, 7703 Floyd Curl Drive, MCS 7888, San Antonio, TX 78229-3900, USA",n/a,True
"Department of Mathematical Sciences, the University of Bath, UK",n/a,True
"Department of Orthodontics, University of Maryland Dental School, 650 W. Baltimore Street, Room 6408, Baltimore, MD 21201, USA",n/a,True
"Department of Orthodontics, the University of North Carolina at Chapel Hill, NC, USA",Department of Orthodontics,False
"Department of Plastic and Reconstructive Surgery at the University of North Carolina School of Medicine, Chapel Hill, NC, USA",School of Medicine,False
"Department of Pediatric Dentistry, School of Dentistry, University of North Carolina at Chapel Hill, Chapel Hill, NC 27599, USA",Department of Pediatric Dentistry,False
"Department of Anatomy and Cell Biology, University of Pennsylvania School of Dental Medicine, 240 S. 40th Street, Philadelphia, PA 19104-6030, USA;",n/a,True
"Australian Research Centre for Population Oral Health, School of Dentistry, The University of Adelaide, 122 Frome Street, Australia 5000",n/a,True
"Department of Cytokine Biology, The Forsyth Institute, and Department of Developmental Biology, Harvard School of Dental Medicine, Boston, MA 02115, USA ",n/a,True
"Department of Cytokine Biology, The Forsyth Institute, and Department of Developmental Biology, Harvard School of Dental Medicine, Boston, MA 02115, USA    jbartlett@forsyth.org",n/a,True
"Department of Oral Biology and Maxillofacial Pathology, Medical College of Georgia, Augusta, GA, USA ",n/a,True
"Department of Pediatric Dentistry and The Carolina Center for Genome Sciences, University of North Carolina, Chapel Hill, NC, USA ",Carolina Center for Genome Sciences|Department of Pediatric Dentistry,False
"Department of Pediatric Dentistry, School of Dentistry, University of North Carolina at Chapel Hill, 228 Brauer Hall, CB# 7450, Chapel Hill, NC 27599, USA",Department of Pediatric Dentistry,False
"Department of Oral Pathology, University of North Carolina at Chapel Hill, NC 27599, USA",School of Dentistry,False
"Department of Pathology, University of Alabama at Birmingham",n/a,True
"Department of Pediatric Dentistry, CB #7450",Department of Pediatric Dentistry,False
"Department of Microbiology and Immunology, School of Medicine; University of North Carolina, Chapel Hill, NC, USA",Department of Microbiology and Immunology,False
"North Carolina Oral Health Institute, School of Dentistry; University of North Carolina, Chapel Hill, NC, USA",School of Dentistry,False
"Delta Site, Oral Health Center, Westborough, MA 01581, USA",n/a,True
"Indiana University School of Dentistry and the Regenstrief Institute, Indianapolis, IN 46202, USA",n/a,True
"Kaiser Permanente Center for Health Research, 3800 North Interstate Avenue, Portland, OR 97227, USA",n/a,True
"Kaiser Permanente Dental Associates, Portland, OR 97227, USA",n/a,True
"Tufts University School of Dental Medicine, Boston, MA 02111, USA",n/a,True
"University of North Carolina School of Dentistry, Chapel Hill, NC 27599-7450, USA",School of Dentistry,False
"Center for Neurosensory Disorders, University of North Carolina, Chapel Hill, NC 27599, USA",Center for Pain Research and Innovation,False
"Department of Anesthesiology and Neurobiology, University of Utah, Salt Lake City, UT, USA",n/a,True
"Department of Cell and Molecular Physiology, University of North Carolina, Chapel Hill, NC, USA",Department of Cell and Molecular Physiology,False
"Department of Oral Physiology, School of Dentistry, Kyungpook National University, 188-1 Sam Deok 2ga, Chung-gu, Daegu, Korea",n/a,True
"Institute of Biomedicine, Physiology, University of Eastern Finland, Kuopio, Finland; Daegu (700-412)",n/a,True
"Department of Dental Ecology, School of Dentistry, University of North Carolina-Chapel Hill, NC, USA",Department of Dental Ecology,False
"Department of Epidemiology, Gillings School of Global Public Health, University of North Carolina-Chapel Hill, NC, USA",Department of Epidemiology,False
"Department of Genetics, School of Medicine, University of North Carolina-Chapel Hill, NC, USA",Department of Genetics,False
"Department of Pediatric Dentistry, School of Dentistry, University of North Carolina-Chapel Hill, 228 Brauer Hall, CB#7450, NC 27599, USA",Department of Pediatric Dentistry,False
"Department of Periodontology, School of Dentistry, University of North Carolina-Chapel Hill, NC, USA",Department of Periodontology,False
"Center for Oral and Systemic Diseases, University of North Carolina at Chapel Hill, Chapel Hill, NC, USA",School of Dentistry,False
"Department of Periodontology and School of Dentistry, University of North Carolina at Chapel Hill, Chapel Hill, NC, USA",Department of Periodontology,False
"Center for Neurosensory Disorders, University of North Carolina, Chapel Hill, NC",Center for Pain Research and Innovation,False
"Chronic Pain and Fatigue Research Center, University of Michigan, Ann Arbor, MI",n/a,True
"Department of Biologic and Materials Sciences, School of Dentistry, 1011 N. University Ave., University of Michigan, Ann Arbor, MI",n/a,True
"Department of Biologic and Materials Sciences, School of Dentistry, 1011 N. University Ave., University of Michigan, Ann Arbor, MI 48109-1078, USA",n/a,True
"Department of Diagnostic Radiology, Clinical Sciences/Lund, University of Lund, Lund, Sweden",n/a,True
"Department of Restorative Dentistry, School of Dentistry, University of Detroit Mercy, Detroit, MI",n/a,True
"Center for Health Promotion and Disease Prevention, University of North Carolina-Chapel Hill",UNC Center for Health Promotion and Disease Prevention,False
"Department of Pediatric Dentistry, School of Dentistry, University of North Carolina-Chapel Hill",Department of Pediatric Dentistry,False
"Department of Dental Ecology, School of Dentistry, University of North Carolina at Chapel Hill, USA",Department of Dental Ecology,False
"Department of Epidemiology, Gillings School of Global Public Health, University of North, Carolina at Chapel Hill, USA",Department of Epidemiology,False
"Department of Neurology, Johns Hopkins Hospital, Baltimore, MD, USA",n/a,True
"Division of Epidemiology and Community Health, School of Public Health, University of Minnesota, Minneapolis, USA",n/a,True
"Division of Geriatrics, University of Mississippi Medical Center, Jackson, USA",n/a,True
"Department of Anatomy and Cell Biology, University of Pennsylvania School of Dental Medicine, 240 S. 40th Street, Philadelphia, PA 19104-6030, USA",n/a,True
"Department of Mineralized Tissue Biology, Forsyth Institute, and Department of Developmental Biology, Harvard School of Dental Medicine, 245 First Street, Cambridge, MA 02142, USA",n/a,True
"Functional Genomics Section, Laboratory of Cell and Developmental Biology, National Institute of Dental and Craniofacial Research, NIH, Bethesda, MD 20892, USA",n/a,True
"Pediatric Dentistry, University of North Carolina, School of Dentistry, CB#7450, Chapel Hill, NC 27599-7450, USA",Department of Pediatric Dentistry,False
"Battelle Memorial Institute, Durham, NC, USA",n/a,True
"Department of Oral Diagnostic Sciences, University of Buffalo, USA",n/a,True
"School of Global Public Health, University of North Carolina at Chapel Hill, Gillings, Chapel Hill, NC, USA",Gillings School of Global Public Health,False
University of Florida College of Dentistry,n/a,True
"University of Maryland, Baltimore, MD, USA",n/a,True
"University of North Carolina at Chapel Hill, Koury Oral Health Sciences Building, 385 South Columbia Street, Chapel Hill, NC 27599-7450, USA",School of Dentistry,False
Kaiser Permanente Center for Health Research,n/a,True
"University of North Carolina, School of Dentistry, 441 Brauer Hall, Chapel Hill, NC 27599-7450, USA",School of Dentistry,False
University of Texas Health Science Center at San Antonio,n/a,True
"Department of Periodontology at the UNC School of Dentistry, University of North Carolina at Chapel Hill, Chapel Hill, NC 27599, USA",Department of Periodontology,False
"Department of Dental Ecology, School of Dentistry, University of North Carolina, Chapel Hill, NC, USA",Department of Dental Ecology,False
"Department of Epidemiology, Gillings School of Global Public Health, University of North Carolina, Chapel Hill, NC, USA",Department of Epidemiology,False
"Department of Pediatric Dentistry, School of Dentistry, University of North Carolina, Chapel Hill, NC, USA",Department of Pediatric Dentistry,False
"Department of Periodontology, School of Dentistry, University of North Carolina, Chapel Hill, NC, USA",Department of Periodontology,False
"Department of Health Policy and Management, Gillings School of Global Public Health, University of North Carolina at Chapel Hill, Chapel Hill, NC, USA",Department of Health Policy and Management,False
"Oral Health Section, Division of Public Health, North Carolina Department of Health and Human Services, Raleigh, NC, USA",n/a,True
"Center for Craniofacial and Dental Genetics, Department of Oral Biology, School of Dental Medicine, University of Pittsburgh, Pittsburgh, PA, USA",n/a,True
"Department of Oral Health Sciences, University of Washington, Seattle, WA, USA",n/a,True
"Department of Pediatric Dentistry, School of Dentistry, University of North Carolina–Chapel Hill, Chapel Hill, NC, USA",Department of Pediatric Dentistry,False
"Division of Pediatric Dentistry and Community Oral Health, The Ohio State University College of Dentistry, Columbus, OH, USA",n/a,True
"Center to Address Disparities in Children’s Oral Health, School of Dentistry, University of California, San Francisco, USA",n/a,True
"Department of Orthodontics, School of Dentistry, University of North Carolina at Chapel Hill",Department of Orthodontics,False
"Department of Pediatric Dentistry, School of Dentistry, University of North Carolina at Chapel Hill",Department of Pediatric Dentistry,False
"Department of Pharmacology, School of Medicine, University of North Carolina at Chapel Hill",Department of Pharmacology,False
"Department of Dental Ecology, University of North Carolina at Chapel Hill, USA",Department of Dental Ecology,False
"Department of Oral Medicine, School of Dental Medicine, University of Pennsylvania, Philadelphia, PA, USA",n/a,True
"Department of Pediatric Dentistry, School of Dentistry, The University of North Carolina at Chapel Hill, Chapel Hill, NC 27599, USA",Department of Pediatric Dentistry,False
"National Institute for Arthritis and Musculoskeletal and Skin Diseases, National Institutes of Health, Bethesda, MD 20892, USA",n/a,True
"National Institute of Child Health and Human Development, National Institutes of Health, Bethesda, MD 20892, USA",n/a,True
"Office of Clinical Director, National Institute of Dental and Craniofacial Research, National Institutes of Health, Bethesda, MD, USA",n/a,True
"Skeletal Clinical Studies Unit, Craniofacial and Skeletal Diseases Branch, National Institute of Dental and Craniofacial Research, National Institutes of Health, Bethesda, MD, USA",n/a,True
"Department of Orthodontics, The University of North Carolina at Chapel Hill",Department of Orthodontics,False
"North Carolina Oral Health Institute, The University of North Carolina at Chapel Hill, USA",School of Dentistry,False
"The University of North Carolina at Chapel Hill - Department of Pediatric Dentistry, 228 Brauer Hall, Chapel Hill, North Carolina 27599, USA",Department of Pediatric Dentistry,False
"Allan Edwards Centre for Research on Pain, McGill University, Montreal, Quebec, Canada",n/a,True
"Center for Pain Research and Innovation, University of North Carolina at Chapel Hill, Chapel Hill, NC, USA",Center for Pain Research and Innovation,False
"Department of Community Dentistry &amp; Behavioral Science, University of Florida, Gainesville, FL, USA",n/a,True
"Department of Neural and Pain Sciences, University of Maryland School of Dentistry, Baltimore, MD, USA",n/a,True
"Department of Oral Diagnostic Sciences, University at Buffalo, Buffalo, NY, USA",n/a,True
"Department of Chemistry, University of North Carolina at Chapel Hill, Chapel Hill, NC, USA",Department of Chemistry,False
"Center for Oral and Systemic Diseases and Department of Dental Ecology, University of North Carolina at Chapel Hill, School of Dentistry, Chapel Hill, NC, USA",Department of Dental Ecology,False
"Center for Oral and Systemic Diseases and Department of Periodontology, University of North Carolina at Chapel Hill, School of Dentistry, Chapel Hill, NC, USA",Department of Periodontology,False
"Bon Secours Pediatric Dental Associates, Richmond, VA, USA",n/a,True
"Department of Pediatric Dentistry, School of Dentistry, The University of North Carolina, Chapel Hill, NC, USA",Department of Pediatric Dentistry,False
"Meharry School of Dentistry, Nashville, TN, USA",n/a,True
"Center of Research in Childhood Health, Department of Sport Sciences and Clinical Biomechanics, University of Southern Denmark, Campusvej 55, 5230 Odense M, Denmark",n/a,True
"Department of Exercise and Sport Science, University of North Carolina, 025 Fetzer Gym, CB No. 8700, Chapel Hill, NC 27599-8700, USA",Department of Exercise and Sport Science,False
"Department of Sports Medicine, Norwegian School of Sport Sciences, Sognsveien 220, 0806 Oslo, Norway",n/a,True
"Epidemiology, Biostatistics and Prevention Institute, University of Zürich, Hirschengraben 84, 8001 Zürich, Switzerland",n/a,True
"Exercise and Health Laboratory, CIPER, Fac Motricidade Humana, Universidade de Lisboa, Estrada Dacosth, Cruz-Quebrada, 1499 Lisbon, Portugal",n/a,True
"School of Physical Education, University of Pernambuco, Campus Universitario HUOC-ESEF, Arnobio Marques 310, Santo Amaro, 50.100-130 Recife, PE, Brazil",n/a,True
"College of Arts and Sciences, University of North Carolina at Chapel Hill, Chapel Hill, NC 27514, USA",College of Arts and Sciences,False
"Department of Nephrology, Advanced Institute for Medical Sciences, Second Hospital, Dalian Medical University, Dalian 116023, China",n/a,True
"Department of Preventive Medicine, Institute for Prevention Research University of Southern California",n/a,True
"Pacific Institute for Research and Evaluation, Chapel Hill, North Carolina",n/a,True
"National Cancer Institute, Rockville, MD, USA",n/a,True
"Independent Consultant, Lilongwe, Malawi",n/a,True
Family Health International (USA),n/a,True
Kamuzu Central Hospital in Lilongwe (Malawi),n/a,True
University of North Carolina at Chapel Hill (USA),University of North Carolina at Chapel Hill,False
Cleveland Clinic Foundation,n/a,True
Vanderbilt University Medical Center,n/a,True
Wake Forest University School of Medicine,n/a,True
Case Western Reserve University,n/a,True
Fordham University,n/a,True
Loyola University Chicago,n/a,True
Saint Louis University,n/a,True
The Rockefeller University,n/a,True
University of Chicago,n/a,True
Vanderbilt University,n/a,True
Virginia Commonwealth University,n/a,True
"RTI International, Research Triangle Park, Durham, NC, USA",n/a,True
"FPG Child Development Institute, The University of North Carolina, Chapel Hill, ",Frank Porter Graham Child Development Institute,False
"The Pennsylvania State University, University Park",n/a,True
University of Nebraska-Lincoln,n/a,True
"University of North Carolina at Chapel Hill, NC, USA, ",University of North Carolina at Chapel Hill,False
"Lehman College, City University of New York, Bronx, NY, USA",n/a,True
"WESTAT, Rockville, MD, USA",n/a,True
"University of California–Los Angeles, CA, USA",n/a,True
"University of North Carolina–Chapel Hill, NC, USA",University of North Carolina at Chapel Hill,False
"University of Texas–Austin, TX, USA",n/a,True
University of Illinois at Chicago College of Nursing,n/a,True
"University of North Carolina Chapel Hill School of Nursing,r",School of Nursing,False
University of Pennsylvania School of Nursing,n/a,True
Oregon Health &amp; Science University,n/a,True
University of Illinois at Chicago,n/a,True
"University of North Carolina at Chapel Hill, ",University of North Carolina at Chapel Hill,False
University of Pennsylvania,n/a,True
Yale University,n/a,True
"University of Tennessee, Knoxville",n/a,True
School of Nursing University of North Carolina at Chapel Hill,School of Nursing,False
Department of Medicine; Division of Gastroenterology and Hepatology; University of North Carolina; Chapel Hill; North Carolina; USA,Division of Gastroenterology and Hepatology,False
Department of Nutrition; University of North Carolina; Chapel Hill; North Carolina; USA,Department of Nutrition,False
Department of Microbiology and Immunology; Lineberger Comprehensive Cancer Center; School of Medicine; The University of North Carolina; Chapel Hill; North Carolina; USA,UNC Lineberger Comprehensive Cancer Center|Department of Microbiology and Immunology,False
"Division of Gynecologic Oncology, Department of Obstetrics and Gynecology, University of North Carolina, Chapel Hill, NC, USA.",Department of Obstetrics and Gynecology,False
"Division of Reproductive Endocrinology and Infertility, Department of Obstetrics and Gynecology, University of North Carolina, Chapel Hill, NC, USA.",Department of Obstetrics and Gynecology,False
"David Warner is a postdoctoral scholar in the Carolina Population Center at the University of North Carolina at Chapel Hill. His research interests broadly center on the role of marriage and family in shaping work and health across the life course, with an emphasis on gender and race-ethnicity differentials. He is currently involved in projects examining marriage differences in work and retirement behavior and family-of-origin influences on the development of health-risk behaviors among young adults.",Carolina Population Center,False
"Mark D. Hayward is Professor of Sociology and Director of the Population Research Center at the University of Texas, Austin. His research agenda focuses on racial/ethnic and socioeconomic stratification in adult health and mortality. Currently, his work concentrates on the influence of socioeconomic and family conditions across the life course on adult health.",n/a,True
"Carolina Population Center and Lineberger Comprehensive Cancer Center, University of North Carolina at Chapel Hill, Chapel Hill, NC, USA",Carolina Population Center|UNC Lineberger Comprehensive Cancer Center,False
"Department of Sociology and Center on Aging at National Opinion Research Center, University of Chicago, Chicago, IL, USA",n/a,True
"Department of Sociology, Lineberger Comprehensive Cancer Center, and Carolina Population Center, University of North Carolina at Chapel Hill, Chapel Hill, NC, USA",UNC Lineberger Comprehensive Cancer Center|Department of Sociology|Carolina Population Center,False
"Institute for Mind and Biology and Departments of Comparative Human Development and Psychology, University of Chicago, Chicago, IL, USA",n/a,True
"University of North Carolina, ",University of North Carolina at Chapel Hill,False
"Hackensack University Medical Center, USA",n/a,True
"Indiana University-Purdue University Indianapolis, USA",n/a,True
"Mount Sinai School of Medicine, USA",n/a,True
"Temple University, USA",n/a,True
"William Paterson University, USA",n/a,True
"University of North Carolina, USA",University of North Carolina at Chapel Hill,False
"Duke University Medical Center, Durham;",n/a,True
"Health Services Research &amp; Development Service, Durham Veterans Affairs Medical Center, Durham",n/a,True
"University of North Carolina at Chapel Hill School of Nursing, Chapel Hill, North Carolina, USA",School of Nursing,False
"Translational Pathology Laboratory (NNF, SMC, BM, MO, CRM), University of North Carolina School of Medicine, NC, USA",Translational Pathology Laboratory,False
Division of General Internal Medicine; Medical College of Wisconsin; Milwaukee Wisconsin,n/a,True
Division of General Internal Medicine; University of Minnesota; Minneapolis Minnesota,n/a,True
Division of General Medicine and Epidemiology; University of North Carolina; Chapel Hill North Carolina,Division of General Medicine and Clinical Epidemiology,False
Division of Pulmonary; Critical Care; and Sleep Medicine; North Shore/LIJ Medical Center; New Hyde Park New York,n/a,True
Section of Hospital Medicine; South Texas Veterans Health Care System and University of Texas Health Science Center; San Antonio Texas,n/a,True
Section of Pulmonary and Critical Care Medicine; South Texas Veterans Health Care System and University of Texas Health Science Center; San Antonio Texas,n/a,True
"Carolina Population Center, University of North Carolina at Chapel Hill, Chapel Hill, North Carolina",Carolina Population Center,False
"Department of Epidemiology, University of North Carolina at Chapel Hill, Chapel Hill, North Carolina",Department of Epidemiology,False
"National Children’s Study, Eunice Kennedy Shriver National Institute of Child Health and Human Development, Bethesda, Maryland",n/a,True
"Durham University, Durham, UK",n/a,True
"School of Dentistry, University of Alberta, 7020 Katz Group Centre, Edmonton, AB, Canada T6G 2R3",n/a,True
"Theralogics, Inc., 1829 E. Franklin Street, Chapel Hill, NC 27514-5861, USA",n/a,True
"Duke University Health Systems, Durham, NC, USA",n/a,True
"University of North Carolina at Greensboro, Greensboro, NC, USA",n/a,True
"Wake Forest University Baptist Medical Center, Winston-Salem, NC, USA",n/a,True
Department of Pediatrics; Division of Medical Genetics; Duke University Medical Center; Durham NC USA,n/a,True
Department of Psychiatry and The Carolina Institute for Developmental Disabilities; University of North Carolina School of Medicine; Chapel Hill NC USA,Carolina Institute for Developmental Disabilities|Department of Psychiatry,False
Department of Psychology & Neuroscience; Duke University; Durham NC USA,n/a,True
Frank Porter Graham Child Development Institute; The University of North Carolina; Chapel Hill North Carolina USA,Frank Porter Graham Child Development Institute,False
Roxelyn and Richard Pepper Department of Communication Sciences and Disorders; Northwestern University; Evanston Illinois USA,n/a,True
Abarbanel Mental Health Center; Bat Yam Israel,n/a,True
Duke University Medical Center; Division of Medical Genetics; Durham NC USA,n/a,True
Sheba Medical Center; Behavioral Neurogenetics Center; Child Psychiatry Unit; Edmond and Lily Safra Children's Hospital; Ramat Gan Israel,n/a,True
University of Newcastle; School of Psychology; Ourimbah NSW Australia,n/a,True
University of North Carolina School of Medicine; Department of Allied Health Sciences; Chapel Hill NC USA,Department of Allied Health Sciences,False
Department of Allied Health Sciences; University of North Carolina at Chapel Hill; Chapel Hill North Carolina USA,Department of Allied Health Sciences,False
Department of Pediatrics; Duke University Medical Center; Durham North Carolina USA,n/a,True
Department of Psychiatry; Harvard Medical School; Boston Massachusetts USA,n/a,True
School of Social Work and Psychiatry; University of Pittsburgh; Pittsburgh Pennsylvania USA,n/a,True
"School of Social Work and Harborview Injury Prevention and Research Center affiliate, University of Washington, ",n/a,True
"School of Social Work, University of North Carolina at Chapel Hill",School of Social Work,False
University of North Carolina at Chapel Hill Gillings School of Global Public Health,Gillings School of Global Public Health,False
"University of North Carolina at Chapel Hill Gillings School of Global Public Health, ",Gillings School of Global Public Health,False
"Florida State University, Tallahassee",n/a,True
"Iowa State University, Ames",n/a,True
"Saint Louis University, St. Louis, MO",n/a,True
"University of Washington, Seattle",n/a,True
"University of Washington, Seattle, ",n/a,True
"ICDDR, B: Center for Health and Population Research, Dhaka, Bangladesh",n/a,True
"Department of Maternal and Child Health, Gillings School of Global Public Health, University of North Carolina at Chapel Hill, Chapel Hill, NC",Department of Maternal and Child Health,False
"Nelson R Mandela School of Medicine, Durban, KwaZuluNatal, South Africa",n/a,True
"Stellenbosch University, Stellenbosch, Western Cape, South Africa",n/a,True
"Department of Human Development and Family Studies and Department of Statistics, Purdue University",n/a,True
"Gillings School of Global Public Health, University of North Carolina at Chapel Hill",Gillings School of Global Public Health,False
"Pacific Institute for Research and Evaluation, Chapel Hill, NC, USA",n/a,True
"Department of Internal Medicine, College of Medicine, The Catholic University of Korea, Seoul, Korea.",n/a,True
"Department of Anesthesiology and Pain Medicine, College of Medicine, Yeungnam University, Daegu, Korea.",n/a,True
"Department of Anesthesiology, Pureun Hospital, Daegu, Korea.",n/a,True
"Department of Anesthesiology, University of North Carolina, Chapel Hill, North Carolina, USA.",Department of Anesthesiology,False
"Department of Physiology1, School of Medicine, Keimyung University, Daegu, Korea.",n/a,True
"Institute of Cardiovascular Research, Pusan National University Yangsan Hospital, Yangsan, Korea.",n/a,True
"Department of Pediatrics, College of Medicine, Korea University, Seoul, Korea.",n/a,True
"Department of Pediatrics, Inje College of Medicine, Seoul, Korea.",n/a,True
"International Vaccine Institute, Seoul, Korea.",n/a,True
Johns Hopkins University,n/a,True
Centers for Disease Control and Prevention,n/a,True
University of North Carolina at Greensboro,n/a,True
North Carolina Oral Health Institute,n/a,True
Australian Institute for Bioengineering and Nanotechnology,n/a,True
College of Pharmacy,n/a,True
Department of Materials Science and Engineering,n/a,True
SEAC-ME Key Laboratory of Biotechnology and Bio-resources Utilization,n/a,True
State Key Laboratory of Fine Chemicals,n/a,True
"Department of Health Behavior, Gillings School of Global Public Health, University of North Carolina, Chapel Hill, North Carolina, USA",Department of Health Behavior,False
"Department of Health Behavior, Gillings School of Global Public Health, University of North Carolina; Lineberger Comprehensive Cancer Center, University of North Carolina, Chapel Hill, North Carolina, USA",Department of Health Behavior|UNC Lineberger Comprehensive Cancer Center,False
"Gillings School of Global Public Health, University of North Carolina; Lineberger Comprehensive Cancer Center, University of North Carolina, Chapel Hill, North Carolina, USA",UNC Lineberger Comprehensive Cancer Center|Gillings School of Global Public Health,False
"National Cancer Institute, Division of Cancer Control and Population Sciences, Rockville, Maryland, USA",n/a,True
Department of Psychiatry; University of North Carolina at Chapel Hill; Chapel Hill North Carolina 27599-7305,Department of Psychiatry,False
"Laboratory of Immunopathogenesis and Bioinformatics; SAIC-Frederick, Inc., National Cancer Institute at Frederick; Frederick Maryland 21702",n/a,True
"Laboratory of Immunoregulation, National Institute of Allergy, Infectious Diseases; National Institutes of Health; Bethesda Maryland 20892",n/a,True
Adult Infectious Diseases Centre; University Teaching Hospital; Lusaka Zambia,n/a,True
Centre for Infectious Disease Research Zambia; Lusaka; Zambia,n/a,True
School of Medicine; University of Alabama at Birmingham; Alabama,n/a,True
"Department of Surgery, Duke University Medical Center, Durham, North Carolinar27710, United States",n/a,True
"Natural Products ResearchrLaboratories,rUNC Eshelman School of Pharmacy, University of North Carolina, Chapel Hill, North Carolina 27599, UnitedrStates",Eshelman School of Pharmacy,False
"Chinese Medicine Research and DevelopmentrCenter, China Medical University and Hospital, Taichung 404, Taiwan",n/a,True
"Institute of Biomedical Sciences,rAcademia Sinica, Taipei, Taiwan",n/a,True
"Cell and DevelopmentalrBiology,rSchool of Medicine, University of North Carolina, Chapel Hill, North Carolina 27599-7090, United States",Department of Cell Biology and Physiology,False
"Division of Chemical Biology &amp;rMedicinal Chemistry, UNC Eshelman School of Pharmacy, University of North Carolina, Chapel Hill, North Carolinar27599-7568, United States",Division of Chemical Biology and Medicinal Chemistry,False
"Natural Products ResearchrLaboratories,rUNC Eshelman School of Pharmacy, University of North Carolina, Chapel Hill, North Carolina 27599-7568, UnitedrStates",Eshelman School of Pharmacy,False
"Division of Medicinal Chemistryrand Natural Products, School of Pharmacy, University of North Carolina at Chapel Hill, Chapel Hill, NorthrCarolina 27599, United States",Division of Chemical Biology and Medicinal Chemistry,False
"National Institute of MentalrHealth Psychoactive Drug Screening Program, Department of Pharmacology,rSchool of Medicine, University of North Carolina at Chapel Hill, Chapel Hill, North Carolina 27599, United States",NIMH Psychoactive Drug Screening Program,False
"Beijing Institute of Pharmacology and Toxicology, 27 Tai-Ping Road, Beijing,r100850, China",n/a,True
"Natural Products Research Laboratories,rUNC Eshelman School of Pharmacy, University of North Carolina, Chapel Hill, North Carolina 27599-7568, UnitedrStates",Eshelman School of Pharmacy,False
"SurgicalrOncology Research Facility, Duke University Medical Center, Box 2926, Durham, NorthrCarolina 27710, United States",n/a,True
"BeiGene (Beijing) Co., Ltd.,rNo. 30 Science Park Road, Zhongguancun Life Science Park, Beijingr102206, China",n/a,True
"Department of Pharmacology andrDivision of Medicinal Chemistry and Natural Products, The Universityrof North Carolina, Chapel Hill, North Carolina 27759, United States",Division of Chemical Biology and Medicinal Chemistry|Department of Pharmacology,False
"Departmentrof PharmaceuticalrSciences, Howard University, Washington, D.C. 20059, United States",n/a,True
"National Instituterof BiologicalrSciences, Beijing, No. 7 Science Park Road, Zhongguancun Life SciencerPark, Beijing 102206, China",n/a,True
"Center for Integrative ChemicalrBiology and Drug Discovery, Division of Chemical Biology and MedicinalrChemistry, Eshelman School of Pharmacy, University of North Carolina at Chapel Hill, Chapel Hill, North Carolinar27599, United States",Center for Integrative Chemical Biology and Drug Discovery|Division of Chemical Biology and Medicinal Chemistry,False
"Departmentrof Cell and MolecularrPhysiology, UNC Neuroscience Center, University of North Carolina at Chapel Hill, Chapel Hill, North Carolinar27599, United States",Department of Cell and Molecular Physiology|UNC Neuroscience Center,False
"Departmentrof Pharmacology, University of North Carolina at Chapel Hill, ChapelrHill, North Carolina 27599, United States",Department of Pharmacology,False
"Departmentrof Biochemistry andrBiophysics and Lineberger Comprehensive Cancer Center, The University of North Carolina, Chapel Hill, NorthrCarolina 27599-7260, United States",Department of Biochemistry and Biophysics|UNC Lineberger Comprehensive Cancer Center,False
"School of Chemistry and ChemicalrEngineering, Sun Yat-Sen University, Guangzhour510275, People's Republic of China",n/a,True
"School of Pharmaceutical Sciences, Sun Yat-sen University, Guangzhou 510006, People'srRepublic of China",n/a,True
"Center for Combinatorial Chemistryrand Drug Discovery, Jilin University, Changchun, Jilin 130012, China",n/a,True
"Center for Integrative ChemicalrBiology and Drug Discovery, Division of Chemical Biology and MedicinalrChemistry, UNC Eshelman School of Pharmacy, University of North Carolinarat Chapel Hill, Chapel Hill, North Carolina 27599, United States",Center for Integrative Chemical Biology and Drug Discovery|Division of Chemical Biology and Medicinal Chemistry,False
"Department of Pharmacology andrNational Institute of Mental Health Psychoactive Drug Screening Program,rSchool of Medicine, University of North Carolina at Chapel Hill, ChapelrHill, North Carolina 27599, United States",NIMH Psychoactive Drug Screening Program,False
